ID,Label
../data/data_20230622/264.jpeg,52
../data/data_20230622/265.jpeg,8
../data/data_20230622/266.jpeg,9
../data/data_20230622/267.jpeg,30
../data/data_20230622/268.jpeg,6
../data/data_20230622/269.jpeg,6
../data/data_20230622/270.jpeg,2
../data/data_20230622/271.jpeg,10
../data/data_20230622/272.jpeg,9
../data/data_20230622/273.jpeg,77
../data/data_20230622/274.jpeg,11
../data/data_20230622/275.jpeg,68
../data/data_20230622/276.jpeg,0
../data/data_20230622/277.jpeg,60
../data/data_20230622/278.jpeg,50
../data/data_20230622/279.jpeg,57
../data/data_20230622/280.jpeg,66
../data/data_20230622/281.jpeg,52
../data/data_20230622/282.jpeg,8
../data/data_20230622/283.jpeg,9
../data/data_20230622/284.jpeg,5
../data/data_20230622/285.jpeg,30
../data/data_20230622/286.jpeg,6
../data/data_20230622/287.jpeg,6
../data/data_20230622/288.jpeg,2
../data/data_20230622/289.jpeg,10
../data/data_20230622/290.jpeg,9
../data/data_20230622/291.jpeg,77
../data/data_20230622/292.jpeg,11
../data/data_20230622/293.jpeg,68
../data/data_20230622/294.jpeg,SEGUNDA
../data/data_20230622/295.jpeg,rejeição ao
../data/data_20230622/296.jpeg,SEGUNDA
../data/data_20230622/297.jpeg,88
../data/data_20230622/298.jpeg,240
../data/data_20230622/299.jpeg,530
../data/data_20230622/300.jpeg,760
../data/data_20230622/301.jpeg,120
../data/data_20230622/302.jpeg,320
../data/data_20230622/303.jpeg,440
../data/data_20230622/304.jpeg,24
../data/data_20230622/305.jpeg,53
../data/data_20230622/306.jpeg,76
../data/data_20230622/307.jpeg,12
../data/data_20230622/308.jpeg,48
../data/data_20230622/309.jpeg,106
../data/data_20230622/310.jpeg,152
../data/data_20230622/311.jpeg,24
../data/data_20230622/312.jpeg,64
../data/data_20230622/313.jpeg,-21
../data/data_20230622/314.jpeg,75
../data/data_20230622/315.jpeg,-96
../data/data_20230622/316.jpeg,18
../data/data_20230622/317.jpeg,105
../data/data_20230622/318.jpeg,20
../data/data_20230622/319.jpeg,-4
../data/data_20230622/320.jpeg,-1
../data/data_20230622/321.jpeg,-145
../data/data_20230622/322.jpeg,5
../data/data_20230622/323.jpeg,10
../data/data_20230622/324.jpeg,7
../data/data_20230622/325.jpeg,90
../data/data_20230622/326.jpeg,28
../data/data_20230622/327.jpeg,-96
../data/data_20230622/328.jpeg,75
../data/data_20230622/329.jpeg,-21
../data/data_20230622/330.jpeg,-4
../data/data_20230622/331.jpeg,-145
../data/data_20230622/332.jpeg,5
../data/data_20230622/333.jpeg,10
../data/data_20230622/334.jpeg,7
../data/data_20230622/335.jpeg,90
../data/data_20230622/336.jpeg,28
../data/data_20230622/337.jpeg,-96
../data/data_20230622/338.jpeg,75
../data/data_20230622/339.jpeg,-21
../data/data_20230622/340.jpeg,18
../data/data_20230622/341.jpeg,105
../data/data_20230622/342.jpeg,20
../data/data_20230622/343.jpeg,-4
../data/data_20230622/344.jpeg,-1
../data/data_20230622/345.jpeg,-145
../data/data_20230622/346.jpeg,5
../data/data_20230622/347.jpeg,10
../data/data_20230622/348.jpeg,7
../data/data_20230622/349.jpeg,90
../data/data_20230622/350.jpeg,28
../data/data_20230622/351.jpeg,2
../data/data_20230622/352.jpeg,4
../data/data_20230622/353.jpeg,7
../data/data_20230622/354.jpeg,1874
../data/data_20230622/355.jpeg,600
../data/data_20230622/356.jpeg,5
../data/data_20230622/357.jpeg,60
../data/data_20230622/358.jpeg,20
../data/data_20230622/359.jpeg,15
../data/data_20230622/360.jpeg,10
../data/data_20230622/361.jpeg,35
../data/data_20230622/362.jpeg,6
../data/data_20230622/363.jpeg,9
../data/data_20230622/364.jpeg,54
../data/data_20230622/365.jpeg,30
../data/data_20230622/366.jpeg,180
../data/data_20230622/367.jpeg,A =
../data/data_20230622/368.jpeg,88
../data/data_20230622/369.jpeg,240
../data/data_20230622/370.jpeg,530
../data/data_20230622/371.jpeg,760
../data/data_20230622/372.jpeg,320
../data/data_20230622/373.jpeg,440
../data/data_20230622/374.jpeg,24
../data/data_20230622/375.jpeg,53
../data/data_20230622/376.jpeg,76
../data/data_20230622/377.jpeg,12
../data/data_20230622/378.jpeg,32
../data/data_20230622/379.jpeg,44
../data/data_20230622/380.jpeg,48
../data/data_20230622/381.jpeg,106
../data/data_20230622/382.jpeg,152
../data/data_20230622/383.jpeg,24
../data/data_20230622/384.jpeg,64
../data/data_20230622/385.jpeg,52
../data/data_20230622/386.jpeg,12
../data/data_20230622/387.jpeg,5
../data/data_20230622/388.jpeg,40
../data/data_20230622/389.jpeg,16
../data/data_20230622/390.jpeg,16
../data/data_20230622/391.jpeg,60
../data/data_20230622/392.jpeg,50
../data/data_20230622/393.jpeg,57
../data/data_20230622/394.jpeg,66
../data/data_20230622/395.jpeg,2
../data/data_20230622/396.jpeg,10
../data/data_20230622/397.jpeg,9
../data/data_20230622/398.jpeg,77
../data/data_20230622/399.jpeg,11
../data/data_20230622/400.jpeg,86
../data/data_20230622/401.jpeg,25
../data/data_20230622/402.jpeg,25
../data/data_20230622/403.jpeg,4
../data/data_20230622/404.jpeg,1
../data/data_20230622/405.jpeg,12
../data/data_20230622/406.jpeg,50
../data/data_20230622/407.jpeg,5
../data/data_20230622/408.jpeg,10
../data/data_20230622/409.jpeg,20
../data/data_20230622/410.jpeg,15
../data/data_20230622/411.jpeg,10
../data/data_20230622/412.jpeg,35
../data/data_20230622/413.jpeg,6
../data/data_20230622/414.jpeg,9
../data/data_20230622/415.jpeg,54
../data/data_20230622/416.jpeg,600
../data/data_20230622/417.jpeg,25
../data/data_20230622/418.jpeg,25
../data/data_20230622/419.jpeg,1
../data/data_20230622/420.jpeg,12
../data/data_20230622/421.jpeg,50
../data/data_20230622/422.jpeg,10
../data/data_20230622/423.jpeg,20
../data/data_20230622/424.jpeg,15
../data/data_20230622/425.jpeg,35
../data/data_20230622/426.jpeg,6
../data/data_20230622/427.jpeg,54
../data/data_20230622/428.jpeg,30
../data/data_20230622/429.jpeg,-115
../data/data_20230622/430.jpeg,-4
../data/data_20230622/431.jpeg,-5
../data/data_20230622/432.jpeg,-6
../data/data_20230622/433.jpeg,88
../data/data_20230622/434.jpeg,240
../data/data_20230622/435.jpeg,530
../data/data_20230622/436.jpeg,760
../data/data_20230622/437.jpeg,120
../data/data_20230622/438.jpeg,320
../data/data_20230622/439.jpeg,440
../data/data_20230622/440.jpeg,24
../data/data_20230622/441.jpeg,53
../data/data_20230622/442.jpeg,76
../data/data_20230622/443.jpeg,12
../data/data_20230622/444.jpeg,44
../data/data_20230622/445.jpeg,48
../data/data_20230622/446.jpeg,24
../data/data_20230622/447.jpeg,600
../data/data_20230622/448.jpeg,25
../data/data_20230622/449.jpeg,25
../data/data_20230622/450.jpeg,4
../data/data_20230622/451.jpeg,1
../data/data_20230622/452.jpeg,12
../data/data_20230622/453.jpeg,50
../data/data_20230622/454.jpeg,10
../data/data_20230622/455.jpeg,20
../data/data_20230622/456.jpeg,15
../data/data_20230622/457.jpeg,35
../data/data_20230622/458.jpeg,6
../data/data_20230622/459.jpeg,9
../data/data_20230622/460.jpeg,24
../data/data_20230622/461.jpeg,30
../data/data_20230622/462.jpeg,180
../data/data_20230622/463.jpeg,-96
../data/data_20230622/464.jpeg,18
../data/data_20230622/465.jpeg,75
../data/data_20230622/466.jpeg,105
../data/data_20230622/467.jpeg,20
../data/data_20230622/468.jpeg,-4
../data/data_20230622/469.jpeg,-1
../data/data_20230622/470.jpeg,-145
../data/data_20230622/471.jpeg,10
../data/data_20230622/472.jpeg,45
../data/data_20230622/473.jpeg,9
../data/data_20230622/474.jpeg,2166
../data/data_20230622/475.jpeg,60
../data/data_20230622/476.jpeg,30
../data/data_20230622/477.jpeg,24
../data/data_20230622/478.jpeg,240
../data/data_20230622/479.jpeg,53
../data/data_20230622/480.jpeg,530
../data/data_20230622/481.jpeg,76
../data/data_20230622/482.jpeg,760
../data/data_20230622/483.jpeg,120
../data/data_20230622/484.jpeg,32
../data/data_20230622/485.jpeg,44
../data/data_20230622/486.jpeg,106
../data/data_20230622/487.jpeg,24
../data/data_20230622/488.jpeg,64
../data/data_20230622/489.jpeg,600
../data/data_20230622/490.jpeg,5
../data/data_20230622/491.jpeg,25
../data/data_20230622/492.jpeg,10
../data/data_20230622/493.jpeg,15
../data/data_20230622/494.jpeg,10
../data/data_20230622/495.jpeg,39
../data/data_20230622/496.jpeg,54
../data/data_20230622/497.jpeg,30
../data/data_20230622/498.jpeg,180
../data/data_20230622/499.jpeg,-96
../data/data_20230622/500.jpeg,75
../data/data_20230622/501.jpeg,105
../data/data_20230622/502.jpeg,-21
../data/data_20230622/503.jpeg,20
../data/data_20230622/504.jpeg,-4
../data/data_20230622/505.jpeg,5
../data/data_20230622/506.jpeg,10
../data/data_20230622/507.jpeg,28
../data/data_20230622/508.jpeg,88
../data/data_20230622/509.jpeg,240
../data/data_20230622/510.jpeg,530
../data/data_20230622/511.jpeg,760
../data/data_20230622/512.jpeg,120
../data/data_20230622/513.jpeg,320
../data/data_20230622/514.jpeg,24
../data/data_20230622/515.jpeg,53
../data/data_20230622/516.jpeg,76
../data/data_20230622/517.jpeg,12
../data/data_20230622/518.jpeg,32
../data/data_20230622/519.jpeg,44
../data/data_20230622/520.jpeg,48
../data/data_20230622/521.jpeg,106
../data/data_20230622/522.jpeg,152
../data/data_20230622/523.jpeg,24
../data/data_20230622/524.jpeg,64
../data/data_20230622/525.jpeg,24
../data/data_20230622/526.jpeg,530
../data/data_20230622/527.jpeg,76
../data/data_20230622/528.jpeg,120
../data/data_20230622/529.jpeg,106
../data/data_20230622/530.jpeg,152
../data/data_20230622/531.jpeg,600
../data/data_20230622/532.jpeg,4
../data/data_20230622/533.jpeg,5
../data/data_20230622/534.jpeg,10
../data/data_20230622/535.jpeg,30
../data/data_20230622/536.jpeg,15
../data/data_20230622/537.jpeg,10
../data/data_20230622/538.jpeg,35
../data/data_20230622/539.jpeg,6
../data/data_20230622/540.jpeg,9
../data/data_20230622/541.jpeg,54
../data/data_20230622/542.jpeg,30
../data/data_20230622/543.jpeg,180
../data/data_20230622/544.jpeg,18
../data/data_20230622/545.jpeg,4
../data/data_20230622/546.jpeg,2166
../data/data_20230622/547.jpeg,60
../data/data_20230622/548.jpeg,24
../data/data_20230622/549.jpeg,30
../data/data_20230622/550.jpeg,segunda
../data/data_20230622/551.jpeg,Casimiro de Abreu
../data/data_20230622/552.jpeg,idealização da
../data/data_20230622/553.jpeg,José de Alencar
../data/data_20230622/554.jpeg,expressão
../data/data_20230622/555.jpeg,O amor
../data/data_20230622/556.jpeg,a natureza
../data/data_20230622/557.jpeg,idealização da
../data/data_20230622/558.jpeg,José de Alencar
../data/data_20230622/559.jpeg,expressão
../data/data_20230622/560.jpeg,O amor
../data/data_20230622/561.jpeg,a natureza
../data/data_20230622/562.jpeg,88
../data/data_20230622/563.jpeg,240
../data/data_20230622/564.jpeg,530
../data/data_20230622/565.jpeg,760
../data/data_20230622/566.jpeg,190
../data/data_20230622/567.jpeg,320
../data/data_20230622/568.jpeg,440
../data/data_20230622/569.jpeg,24
../data/data_20230622/570.jpeg,53
../data/data_20230622/571.jpeg,76
../data/data_20230622/572.jpeg,12
../data/data_20230622/573.jpeg,32
../data/data_20230622/574.jpeg,44
../data/data_20230622/575.jpeg,106
../data/data_20230622/576.jpeg,152
../data/data_20230622/577.jpeg,24
../data/data_20230622/578.jpeg,64
../data/data_20230622/579.jpeg,600
../data/data_20230622/580.jpeg,25
../data/data_20230622/581.jpeg,2.5
../data/data_20230622/582.jpeg,4
../data/data_20230622/583.jpeg,1
../data/data_20230622/584.jpeg,12
../data/data_20230622/585.jpeg,50
../data/data_20230622/586.jpeg,10
../data/data_20230622/587.jpeg,20
../data/data_20230622/588.jpeg,15
../data/data_20230622/589.jpeg,10
../data/data_20230622/590.jpeg,35
../data/data_20230622/591.jpeg,6
../data/data_20230622/592.jpeg,9
../data/data_20230622/593.jpeg,54
../data/data_20230622/594.jpeg,30
../data/data_20230622/595.jpeg,180
../data/data_20230622/596.jpeg,2
../data/data_20230622/597.jpeg,2
../data/data_20230622/598.jpeg,2
../data/data_20230622/599.jpeg,-96
../data/data_20230622/600.jpeg,75
../data/data_20230622/601.jpeg,-21
../data/data_20230622/602.jpeg,18
../data/data_20230622/603.jpeg,105
../data/data_20230622/604.jpeg,20
../data/data_20230622/605.jpeg,-4
../data/data_20230622/606.jpeg,-1
../data/data_20230622/607.jpeg,5
../data/data_20230622/608.jpeg,10
../data/data_20230622/609.jpeg,7
../data/data_20230622/610.jpeg,90
../data/data_20230622/611.jpeg,28
../data/data_20230622/612.jpeg,8
../data/data_20230622/613.jpeg,4
../data/data_20230622/614.jpeg,2.166
../data/data_20230622/615.jpeg,60
../data/data_20230622/616.jpeg,104
../data/data_20230622/617.jpeg,24
../data/data_20230622/618.jpeg,30
../data/data_20230622/619.jpeg,2
../data/data_20230622/620.jpeg,2
../data/data_20230622/621.jpeg,3
../data/data_20230622/622.jpeg,88
../data/data_20230622/623.jpeg,240
../data/data_20230622/624.jpeg,530
../data/data_20230622/625.jpeg,760
../data/data_20230622/626.jpeg,120
../data/data_20230622/627.jpeg,320
../data/data_20230622/628.jpeg,440
../data/data_20230622/629.jpeg,24
../data/data_20230622/630.jpeg,53
../data/data_20230622/631.jpeg,76
../data/data_20230622/632.jpeg,12
../data/data_20230622/633.jpeg,32
../data/data_20230622/634.jpeg,44
../data/data_20230622/635.jpeg,48
../data/data_20230622/636.jpeg,106
../data/data_20230622/637.jpeg,152
../data/data_20230622/638.jpeg,24
../data/data_20230622/639.jpeg,64
../data/data_20230622/640.jpeg,600
../data/data_20230622/641.jpeg,25
../data/data_20230622/642.jpeg,2.5
../data/data_20230622/643.jpeg,4
../data/data_20230622/644.jpeg,1
../data/data_20230622/645.jpeg,12
../data/data_20230622/646.jpeg,50
../data/data_20230622/647.jpeg,5
../data/data_20230622/648.jpeg,20
../data/data_20230622/649.jpeg,15
../data/data_20230622/650.jpeg,10
../data/data_20230622/651.jpeg,35
../data/data_20230622/652.jpeg,6
../data/data_20230622/653.jpeg,9
../data/data_20230622/654.jpeg,54
../data/data_20230622/655.jpeg,30
../data/data_20230622/656.jpeg,180
../data/data_20230622/657.jpeg,88
../data/data_20230622/658.jpeg,24
../data/data_20230622/659.jpeg,240
../data/data_20230622/660.jpeg,760
../data/data_20230622/661.jpeg,120
../data/data_20230622/662.jpeg,32
../data/data_20230622/663.jpeg,32
../data/data_20230622/664.jpeg,440
../data/data_20230622/665.jpeg,106
../data/data_20230622/666.jpeg,152
../data/data_20230622/667.jpeg,24
../data/data_20230622/668.jpeg,64
../data/data_20230622/669.jpeg,18
../data/data_20230622/670.jpeg,20
../data/data_20230622/671.jpeg,-4
../data/data_20230622/672.jpeg,-145
../data/data_20230622/673.jpeg,5
../data/data_20230622/674.jpeg,6
../data/data_20230622/675.jpeg,600
../data/data_20230622/676.jpeg,25
../data/data_20230622/677.jpeg,25
../data/data_20230622/678.jpeg,20
../data/data_20230622/679.jpeg,1
../data/data_20230622/680.jpeg,6
../data/data_20230622/681.jpeg,54
../data/data_20230622/682.jpeg,8
../data/data_20230622/683.jpeg,4
../data/data_20230622/684.jpeg,18
../data/data_20230622/685.jpeg,5
../data/data_20230622/686.jpeg,Baby
../data/data_20230622/687.jpeg,Jacke
../data/data_20230622/688.jpeg,Mixer
../data/data_20230622/689.jpeg,Cent
../data/data_20230622/690.jpeg,Clown
../data/data_20230622/691.jpeg,Pony
../data/data_20230622/692.jpeg,Quatsch
../data/data_20230622/693.jpeg,Hexo
../data/data_20230622/694.jpeg,Teddy
../data/data_20230622/695.jpeg,Baby
../data/data_20230622/696.jpeg,Handy
../data/data_20230622/697.jpeg,Jacke
../data/data_20230622/698.jpeg,Cent
../data/data_20230622/699.jpeg,Clown
../data/data_20230622/700.jpeg,Pony
../data/data_20230622/701.jpeg,Quatsch
../data/data_20230622/702.jpeg,Hexe
../data/data_20230622/703.jpeg,Teddi
../data/data_20230622/704.jpeg,Baby
../data/data_20230622/705.jpeg,Jacke
../data/data_20230622/706.jpeg,Chips
../data/data_20230622/707.jpeg,Zilinder
../data/data_20230622/708.jpeg,Cent
../data/data_20230622/709.jpeg,Clown
../data/data_20230622/710.jpeg,Pony
../data/data_20230622/711.jpeg,Quatsch
../data/data_20230622/712.jpeg,Baby
../data/data_20230622/713.jpeg,Cent
../data/data_20230622/714.jpeg,Clown
../data/data_20230622/715.jpeg,Pony
../data/data_20230622/716.jpeg,Quatsch
../data/data_20230622/717.jpeg,Hexe
../data/data_20230622/718.jpeg,Teddy
../data/data_20230622/719.jpeg,Baby
../data/data_20230622/720.jpeg,Handy
../data/data_20230622/721.jpeg,Jake
../data/data_20230622/722.jpeg,Zilinder
../data/data_20230622/723.jpeg,Cent
../data/data_20230622/724.jpeg,Clown
../data/data_20230622/725.jpeg,Pony
../data/data_20230622/726.jpeg,Quatsch
../data/data_20230622/727.jpeg,Hexe
../data/data_20230622/728.jpeg,Teddy
../data/data_20230622/729.jpeg,Cent
../data/data_20230622/730.jpeg,Pony
../data/data_20230622/731.jpeg,Teddy
../data/data_20230622/732.jpeg,Baby
../data/data_20230622/733.jpeg,Handy
../data/data_20230622/734.jpeg,Jacke
../data/data_20230622/735.jpeg,Mixer
../data/data_20230622/736.jpeg,Cent
../data/data_20230622/737.jpeg,Clown
../data/data_20230622/738.jpeg,poni
../data/data_20230622/739.jpeg,Quatsch
../data/data_20230622/740.jpeg,Hexe
../data/data_20230622/741.jpeg,Teddy
../data/data_20230622/742.jpeg,Baby
../data/data_20230622/743.jpeg,Handy
../data/data_20230622/744.jpeg,Jacke
../data/data_20230622/745.jpeg,Mixer
../data/data_20230622/746.jpeg,Cent
../data/data_20230622/747.jpeg,Pony
../data/data_20230622/748.jpeg,Quatsch
../data/data_20230622/749.jpeg,Hexe
../data/data_20230622/750.jpeg,Computer
../data/data_20230622/751.jpeg,Cent
../data/data_20230622/752.jpeg,Clown
../data/data_20230622/753.jpeg,Pony
../data/data_20230622/754.jpeg,Quatsch
../data/data_20230622/755.jpeg,Hexe
../data/data_20230622/756.jpeg,Teddy
../data/data_20230622/757.jpeg,Cent
../data/data_20230622/758.jpeg,Quatsch
../data/data_20230622/759.jpeg,Hexe
